
mbgsvcd v4.2.14 copyright Meinberg 2010-2020

Found 1 devices usable for the NTP daemon
PC cycles counter clock frequency: 2900000000 Hz
GNS181PEX: 2021-02-19 08:20:25.2109300 1613722825.210930109 1613722825.210513353 +0.000416517, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:39.2135488 1613722839.213548899 1613722839.213125229 +0.000423670, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:40.2137263 1613722840.213726282 1613722840.213302374 +0.000423670, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:41.2139631 1613722841.213963270 1613722841.213538170 +0.000424623, ltcy: 0.39 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:42.2141490 1613722842.214148998 1613722842.213724136 +0.000424862, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:43.2143493 1613722843.214349270 1613722843.213923931 +0.000425339, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:44.2145407 1613722844.214540720 1613722844.214114189 +0.000426292, ltcy: 0.27 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:45.2147622 1613722845.214762211 1613722845.214335680 +0.000426531, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:46.2149432 1613722846.214943171 1613722846.214516163 +0.000427008, ltcy: 0.10 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:47.2151417 1613722847.215141773 1613722847.214714289 +0.000427485, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:48.2153283 1613722848.215328455 1613722848.214900255 +0.000428200, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:49.2155102 1613722849.215510368 1613722849.215081692 +0.000428677, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:50.2157019 1613722850.215702057 1613722850.215272903 +0.000429153, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:51.2158945 1613722851.215894461 1613722851.215464830 +0.000429392, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:52.2161285 1613722852.216128588 1613722852.215698481 +0.000430107, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:53.2163766 1613722853.216376781 1613722853.215945959 +0.000430584, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:54.2166105 1613722854.216610670 1613722854.216178894 +0.000431299, ltcy: 0.52 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:55.2168174 1613722855.216817379 1613722855.216385603 +0.000431538, ltcy: 0.17 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:56.2172587 1613722856.217258692 1613722856.216826677 +0.000432014, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:57.2174488 1613722857.217448950 1613722857.217016220 +0.000432730, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:58.2176267 1613722858.217626810 1613722858.217193604 +0.000433207, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:20:59.2178115 1613722859.217811584 1613722859.217377901 +0.000433683, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:00.2179922 1613722860.217992306 1613722860.217557907 +0.000434160, ltcy: 0.16 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:01.2181887 1613722861.218188763 1613722861.217753887 +0.000434637, ltcy: 0.19 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:02.2184728 1613722862.218472719 1613722862.218037605 +0.000435114, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:03.2186690 1613722863.218668938 1613722863.218233109 +0.000435829, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:04.2188599 1613722864.218859911 1613722864.218423605 +0.000436306, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:05.2190540 1613722865.219053984 1613722865.218617201 +0.000436783, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:06.2192380 1613722866.219238043 1613722866.218800783 +0.000437260, ltcy: 0.10 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:07.2194141 1613722867.219414234 1613722867.218976259 +0.000437975, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:08.2196373 1613722868.219637394 1613722868.219198942 +0.000438452, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:09.2198286 1613722869.219828606 1613722869.219389439 +0.000439167, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:10.2200091 1613722870.220009089 1613722870.219569683 +0.000439405, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:11.2201994 1613722871.220199585 1613722871.219759464 +0.000440121, ltcy: 0.10 us, exec: 0.11 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-19 08:21:12.2203923 1613722872.220392227 1613722872.219951630 +0.000440598, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:13.2205845 1613722873.220584631 1613722873.220143318 +0.000441313, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:14.2207559 1613722874.220756054 1613722874.220314264 +0.000441790, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:15.2209863 1613722875.220986366 1613722875.220544100 +0.000442266, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:16.2212088 1613722876.221208811 1613722876.220766068 +0.000442743, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:17.2214251 1613722877.221425295 1613722877.220981836 +0.000443459, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:18.2217265 1613722878.221726656 1613722878.221282721 +0.000443935, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:19.2219367 1613722879.221936703 1613722879.221487522 +0.000444412, ltcy: 4.77 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:20.2221280 1613722880.222128153 1613722880.221683025 +0.000445127, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:21.2223764 1613722881.222376347 1613722881.221930981 +0.000445366, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:22.2225991 1613722882.222599030 1613722882.222152948 +0.000446081, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:23.2228227 1613722883.222822666 1613722883.222376108 +0.000446558, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:24.2230481 1613722884.223048210 1613722884.222600937 +0.000447273, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:25.2232677 1613722885.223267794 1613722885.222820044 +0.000447750, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:26.2234887 1613722886.223488808 1613722886.223040342 +0.000448465, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:27.2237109 1613722887.223711014 1613722887.223262072 +0.000448942, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:28.2239001 1613722888.223900080 1613722888.223450661 +0.000449419, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:29.2241206 1613722889.224120617 1613722889.223670483 +0.000450134, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:30.2243091 1613722890.224309206 1613722890.223858595 +0.000450611, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:31.2245181 1613722891.224518061 1613722891.224066973 +0.000451088, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:32.2247118 1613722892.224711895 1613722892.224260092 +0.000451803, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:33.2249248 1613722893.224924803 1613722893.224472523 +0.000452280, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:34.2251986 1613722894.225198746 1613722894.224745750 +0.000452995, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:35.2254665 1613722895.225466490 1613722895.225013018 +0.000453234, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:36.2256645 1613722896.225664616 1613722896.225210428 +0.000454187, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:37.2259033 1613722897.225903511 1613722897.225448608 +0.000454903, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:38.2261122 1613722898.226112366 1613722898.225656986 +0.000455379, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:39.2263375 1613722899.226337433 1613722899.225881577 +0.000455856, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:40.2265313 1613722900.226531506 1613722900.226074934 +0.000456572, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:41.2267556 1613722901.226755619 1613722901.226298571 +0.000457048, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:42.2269305 1613722902.226930618 1613722902.226473093 +0.000457525, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:43.2271947 1613722903.227194786 1613722903.226736546 +0.000458241, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:44.2274382 1613722904.227438211 1613722904.226979494 +0.000458717, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:45.2276480 1613722905.227648020 1613722905.227188587 +0.000459433, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:46.2278645 1613722906.227864504 1613722906.227404594 +0.000459909, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:47.2280395 1613722907.228039503 1613722907.227579117 +0.000460386, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:48.2283010 1613722908.228301048 1613722908.227839947 +0.000461102, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:49.2284785 1613722909.228478670 1613722909.228016853 +0.000461817, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:50.2286530 1613722910.228652954 1613722910.228190660 +0.000462294, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:51.2288471 1613722911.228847265 1613722911.228384256 +0.000463009, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:52.2290702 1613722912.229070187 1613722912.228606939 +0.000463247, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:53.2292832 1613722913.229283333 1613722913.228819132 +0.000464201, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:54.2294968 1613722914.229496956 1613722914.229032278 +0.000464678, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:55.2297124 1613722915.229712486 1613722915.229247332 +0.000465155, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:56.2299199 1613722916.229919910 1613722916.229454041 +0.000465870, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:57.2301319 1613722917.230132103 1613722917.229665518 +0.000466347, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:58.2303200 1613722918.230319977 1613722918.229852915 +0.000467062, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:21:59.2305301 1613722919.230530262 1613722919.230062485 +0.000467777, ltcy: 0.10 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:00.2308051 1613722920.230805159 1613722920.230336905 +0.000468016, ltcy: 0.15 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:01.2310824 1613722921.231082439 1613722921.230613470 +0.000468731, ltcy: 0.20 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:02.2313448 1613722922.231344938 1613722922.230875492 +0.000469208, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:03.2315657 1613722923.231565714 1613722923.231095791 +0.000469923, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:04.2317418 1613722924.231741905 1613722924.231271267 +0.000470638, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:05.2319345 1613722925.231934547 1613722925.231463194 +0.000471354, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:06.2321236 1613722926.232123613 1613722926.231651783 +0.000471830, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:07.2323031 1613722927.232303143 1613722927.231830597 +0.000472546, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:08.2325060 1613722928.232506037 1613722928.232033014 +0.000472784, ltcy: 0.15 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:09.2327050 1613722929.232705116 1613722929.232231379 +0.000473738, ltcy: 0.10 us, exec: 0.14 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-19 08:22:10.2329030 1613722930.232903004 1613722930.232428789 +0.000474215, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:11.2331069 1613722931.233106852 1613722931.232631683 +0.000474691, ltcy: 0.43 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:12.2333367 1613722932.233336687 1613722932.232861280 +0.000475407, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:13.2335411 1613722933.233541012 1613722933.233064890 +0.000475883, ltcy: 0.12 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:14.2338026 1613722934.233802557 1613722934.233325958 +0.000476599, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:15.2340009 1613722935.234000921 1613722935.233523607 +0.000477076, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:16.2342346 1613722936.234234571 1613722936.233756542 +0.000477791, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:17.2344261 1613722937.234426260 1613722937.233947515 +0.000478506, ltcy: 0.14 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:18.2346485 1613722938.234648705 1613722938.234169483 +0.000479221, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:19.2348248 1613722939.234824896 1613722939.234345198 +0.000479698, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:20.2350262 1613722940.235026360 1613722940.234545946 +0.000480413, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:21.2352108 1613722941.235210896 1613722941.234729767 +0.000481129, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:22.2354175 1613722942.235417604 1613722942.234935999 +0.000481606, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:23.2355951 1613722943.235595226 1613722943.235112906 +0.000482321, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:24.2357961 1613722944.235796213 1613722944.235313177 +0.000483036, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:25.2359730 1613722945.235973120 1613722945.235489607 +0.000483513, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:26.2361994 1613722946.236199379 1613722946.235715151 +0.000483990, ltcy: 0.15 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:27.2363769 1613722947.236377001 1613722947.235892296 +0.000484705, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:28.2366887 1613722948.236688614 1613722948.236203194 +0.000485182, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:29.2369353 1613722949.236935377 1613722949.236449242 +0.000485897, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:30.2371288 1613722950.237128973 1613722950.236641645 +0.000487089, ltcy: 0.15 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:31.2373565 1613722951.237356663 1613722951.236869335 +0.000487328, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:32.2375501 1613722952.237550259 1613722952.237062216 +0.000487804, ltcy: 0.19 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:33.2377644 1613722953.237764597 1613722953.237276077 +0.000488520, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:34.2379368 1613722954.237936974 1613722954.237447739 +0.000489235, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:35.2381416 1613722955.238141537 1613722955.237651825 +0.000489712, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:36.2383858 1613722956.238385916 1613722956.237895489 +0.000490427, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:37.2385710 1613722957.238570929 1613722957.238080025 +0.000490904, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:38.2387855 1613722958.238785505 1613722958.238293648 +0.000491619, ltcy: 0.28 us, exec: 0.52 us, limit: 0.07 us, leap: 00
GNS181PEX: 2021-02-19 08:22:39.2391357 1613722959.239135742 1613722959.238643408 +0.000492334, ltcy: 0.10 us, exec: 0.05 us, limit: 0.07 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:40.2394100 1613722960.239409924 1613722960.238917112 +0.000492811, ltcy: 0.10 us, exec: 0.05 us, limit: 0.07 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:41.2396186 1613722961.239618778 1613722961.239125013 +0.000493765, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:42.2398224 1613722962.239822388 1613722962.239328146 +0.000494003, ltcy: 0.12 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:43.2400920 1613722963.240092039 1613722963.239597321 +0.000494719, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:44.2403080 1613722964.240308046 1613722964.239812613 +0.000495434, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:45.2404848 1613722965.240484953 1613722965.239988804 +0.000496149, ltcy: 0.10 us, exec: 0.04 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:46.2406863 1613722966.240686417 1613722966.240189552 +0.000496864, ltcy: 0.10 us, exec: 0.07 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:47.2408718 1613722967.240871906 1613722967.240374327 +0.000497580, ltcy: 0.11 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:48.2410539 1613722968.241054058 1613722968.240556002 +0.000498056, ltcy: 0.10 us, exec: 0.04 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:49.2412565 1613722969.241256714 1613722969.240757942 +0.000498772, ltcy: 0.10 us, exec: 0.04 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:50.2414392 1613722970.241439342 1613722970.240939856 +0.000499487, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:51.2416661 1613722971.241666079 1613722971.241166115 +0.000499964, ltcy: 0.10 us, exec: 0.04 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:52.2418519 1613722972.241852045 1613722972.241351366 +0.000500679, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:53.2420045 1613722973.242004633 1613722973.241503239 +0.000501394, ltcy: 0.10 us, exec: 0.04 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:54.2422278 1613722974.242227793 1613722974.241725922 +0.000501871, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
GNS181PEX: 2021-02-19 08:22:55.2423987 1613722975.242398739 1613722975.241896152 +0.000502586, ltcy: 0.10 us, exec: 0.05 us, limit: 0.06 us, leap: 00 *
