
mbgsvcd v4.2.14 copyright Meinberg 2010-2020

Found 1 devices usable for the NTP daemon
PC cycles counter clock frequency: 2900000000 Hz
GNS181PEX: 2021-02-22 07:31:21.2921933 1613979081.292193413 1613979081.291938305 +0.000254869, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:35.4510075 1613979815.451007605 1613979815.449943304 +0.001064301, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:36.4511812 1613979816.451181173 1613979816.450116396 +0.001064777, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:37.4513582 1613979817.451358318 1613979817.450293064 +0.001065254, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:38.4515464 1613979818.451546431 1613979818.450480461 +0.001065731, ltcy: 0.12 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:39.4517608 1613979819.451760769 1613979819.450694561 +0.001066208, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:40.4519514 1613979820.451951504 1613979820.450884581 +0.001066923, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:41.4521498 1613979821.452149868 1613979821.451082468 +0.001067400, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:42.4523345 1613979822.452334642 1613979822.451266527 +0.001068115, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:43.4525273 1613979823.452527285 1613979823.451458931 +0.001068354, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:44.4527139 1613979824.452713966 1613979824.451644897 +0.001068830, ltcy: 0.18 us, exec: 0.14 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-22 07:43:45.4528804 1613979825.452880383 1613979825.451811075 +0.001069307, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:46.4530689 1613979826.453068972 1613979826.451999187 +0.001069784, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:47.4532396 1613979827.453239679 1613979827.452169180 +0.001070499, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:48.4534847 1613979828.453484774 1613979828.452413797 +0.001070738, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:49.4536973 1613979829.453697443 1613979829.452625990 +0.001071215, ltcy: 0.14 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:50.4538829 1613979830.453882933 1613979830.452811003 +0.001071930, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:51.4541000 1613979831.454100132 1613979831.453027725 +0.001072407, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:52.4543419 1613979832.454341888 1613979832.453269005 +0.001072645, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:53.4545546 1613979833.454554558 1613979833.453481197 +0.001073360, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:54.4547656 1613979834.454765558 1613979834.453691721 +0.001073837, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:55.4550852 1613979835.455085278 1613979835.454010725 +0.001074553, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:56.4553117 1613979836.455311775 1613979836.454236746 +0.001075029, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:57.4555124 1613979837.455512524 1613979837.454437017 +0.001075506, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:58.4557208 1613979838.455720901 1613979838.454644680 +0.001076221, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:43:59.4559390 1613979839.455939054 1613979839.454862595 +0.001076460, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:00.4561965 1613979840.456196547 1613979840.455119610 +0.001076937, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:01.4564700 1613979841.456470013 1613979841.455392599 +0.001077414, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:02.4566475 1613979842.456647396 1613979842.455569506 +0.001077890, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:03.4568397 1613979843.456839800 1613979843.455761194 +0.001078606, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:04.4570200 1613979844.457020044 1613979844.455940962 +0.001079082, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:05.4572361 1613979845.457236052 1613979845.456156492 +0.001079559, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:06.4574197 1613979846.457419634 1613979846.456339121 +0.001080275, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:07.4576985 1613979847.457698584 1613979847.456617117 +0.001081467, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:08.4579021 1613979848.457902193 1613979848.456819773 +0.001082420, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:09.4581067 1613979849.458106756 1613979849.457023621 +0.001083136, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:10.4583012 1613979850.458301306 1613979850.457217216 +0.001084089, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:11.4585749 1613979851.458575010 1613979851.457489967 +0.001085043, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:12.4587477 1613979852.458747864 1613979852.457661867 +0.001085997, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:13.4589480 1613979853.458948135 1613979853.457861185 +0.001086950, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:14.4591953 1613979854.459195375 1613979854.458107710 +0.001087666, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:15.4593814 1613979855.459381580 1613979855.458292723 +0.001088619, ltcy: 0.16 us, exec: 0.13 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-22 07:44:16.4595954 1613979856.459595442 1613979856.458505869 +0.001089573, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:17.4598375 1613979857.459837437 1613979857.458747149 +0.001090288, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:18.4600111 1613979858.460011244 1613979858.458920002 +0.001091242, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:19.4601956 1613979859.460195541 1613979859.459103584 +0.001091719, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:20.4603836 1613979860.460383654 1613979860.459290743 +0.001092911, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:21.4605715 1613979861.460571527 1613979861.459477663 +0.001093626, ltcy: 0.12 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:22.4607616 1613979862.460761786 1613979862.459666967 +0.001094818, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:23.4609946 1613979863.460994720 1613979863.459898949 +0.001095772, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:24.4611892 1613979864.461189270 1613979864.460092545 +0.001096487, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:25.4614391 1613979865.461439133 1613979865.460341692 +0.001097202, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:26.4617250 1613979866.461724997 1613979866.460626602 +0.001098394, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:27.4618850 1613979867.461884975 1613979867.460785866 +0.001099110, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:28.4621680 1613979868.462167978 1613979868.461067915 +0.001099825, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:29.4623896 1613979869.462389708 1613979869.461288691 +0.001101017, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:30.4626401 1613979870.462640047 1613979870.461538076 +0.001101732, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:31.4628470 1613979871.462846994 1613979871.461744308 +0.001102686, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:32.4630204 1613979872.463020563 1613979872.461916685 +0.001103878, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:33.4632175 1613979873.463217497 1613979873.462112665 +0.001104832, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:34.4634233 1613979874.463423491 1613979874.462317944 +0.001105547, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:35.4636347 1613979875.463634729 1613979875.462528467 +0.001106262, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:36.4638316 1613979876.463831663 1613979876.462724447 +0.001106977, ltcy: 0.16 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:37.4641504 1613979877.464150429 1613979877.463042259 +0.001108170, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:38.4644004 1613979878.464400530 1613979878.463291407 +0.001108885, ltcy: 0.13 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:39.4646193 1613979879.464619398 1613979879.463509321 +0.001109838, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:40.4648677 1613979880.464867830 1613979880.463756800 +0.001111031, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:41.4650652 1613979881.465065241 1613979881.463953495 +0.001111746, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:42.4652422 1613979882.465242386 1613979882.464129686 +0.001112700, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:43.4654224 1613979883.465422392 1613979883.464308977 +0.001113415, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:44.4655993 1613979884.465599298 1613979884.464484930 +0.001114368, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:45.4657907 1613979885.465790749 1613979885.464675426 +0.001115084, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:46.4659738 1613979886.465973854 1613979886.464857578 +0.001116276, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:47.4661454 1613979887.466145515 1613979887.465028286 +0.001117229, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:48.4663293 1613979888.466329336 1613979888.465211391 +0.001117945, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:49.4665272 1613979889.466527224 1613979889.465408325 +0.001118660, ltcy: 0.13 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:50.4667075 1613979890.466707468 1613979890.465587854 +0.001119614, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:51.4669033 1613979891.466903448 1613979891.465782642 +0.001120806, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:52.4671108 1613979892.467110872 1613979892.465989351 +0.001121283, ltcy: 0.13 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:53.4673131 1613979893.467313051 1613979893.466190815 +0.001122236, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:54.4675055 1613979894.467505693 1613979894.466382265 +0.001123190, ltcy: 0.15 us, exec: 0.10 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-22 07:44:55.4676833 1613979895.467683315 1613979895.466559172 +0.001123905, ltcy: 0.13 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:56.4679224 1613979896.467922449 1613979896.466797352 +0.001124859, ltcy: 0.16 us, exec: 0.08 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:57.4681150 1613979897.468115091 1613979897.466989040 +0.001125813, ltcy: 0.15 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:58.4683333 1613979898.468333244 1613979898.467205763 +0.001126766, ltcy: 0.69 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:44:59.4685678 1613979899.468567848 1613979899.467439890 +0.001127720, ltcy: 0.13 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:00.4687419 1613979900.468741894 1613979900.467613220 +0.001128674, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:01.4689313 1613979901.468931198 1613979901.467801809 +0.001129389, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:02.4691025 1613979902.469102621 1613979902.467972040 +0.001130581, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:03.4692774 1613979903.469277382 1613979903.468146086 +0.001131058, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:04.4694510 1613979904.469450951 1613979904.468318701 +0.001132250, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:05.4696279 1613979905.469628096 1613979905.468494892 +0.001133204, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:06.4698146 1613979906.469814777 1613979906.468680620 +0.001133919, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:07.4699914 1613979907.469991446 1613979907.468856573 +0.001134872, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:08.4701778 1613979908.470177889 1613979908.469042063 +0.001135826, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:09.4703621 1613979909.470362186 1613979909.469225407 +0.001136780, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:10.4705405 1613979910.470540524 1613979910.469403028 +0.001137495, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:11.4707274 1613979911.470727444 1613979911.469588995 +0.001138210, ltcy: 0.13 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:12.4710302 1613979912.471030235 1613979912.469891310 +0.001138687, ltcy: 0.15 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:13.4712390 1613979913.471239090 1613979913.470099449 +0.001139641, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:14.4714418 1613979914.471441984 1613979914.470301628 +0.001140356, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:15.4716157 1613979915.471615791 1613979915.470474958 +0.001140833, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:16.4718217 1613979916.471821785 1613979916.470680475 +0.001141310, ltcy: 0.12 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:17.4720045 1613979917.472004652 1613979917.470862865 +0.001141787, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:18.4722783 1613979918.472278357 1613979918.471136093 +0.001142263, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:19.4725522 1613979919.472552299 1613979919.471409321 +0.001142979, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:20.4727598 1613979920.472759724 1613979920.471616268 +0.001143456, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:21.4729631 1613979921.472963095 1613979921.471818924 +0.001144171, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:22.4731396 1613979922.473139524 1613979922.471994877 +0.001144648, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:23.4733469 1613979923.473346949 1613979923.472201347 +0.001145124, ltcy: 0.38 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:24.4735501 1613979924.473550081 1613979924.472404242 +0.001145840, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:25.4737226 1613979925.473722696 1613979925.472576380 +0.001146317, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:26.4739030 1613979926.473902941 1613979926.472756147 +0.001146793, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:27.4741785 1613979927.474178553 1613979927.473031044 +0.001147509, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:28.4744555 1613979928.474455595 1613979928.473307371 +0.001148224, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:29.4746713 1613979929.474671364 1613979929.473522663 +0.001148701, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:30.4749237 1613979930.474923611 1613979930.473774433 +0.001149178, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:31.4750922 1613979931.475092173 1613979931.473942518 +0.001149654, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:32.4752976 1613979932.475297689 1613979932.474147320 +0.001150370, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:33.4754697 1613979933.475469828 1613979933.474318743 +0.001151085, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:34.4757427 1613979934.475742817 1613979934.474591255 +0.001151562, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:35.4759184 1613979935.475918531 1613979935.474766493 +0.001152039, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:36.4760894 1613979936.476089478 1613979936.474936962 +0.001152515, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:37.4762621 1613979937.476262093 1613979937.475108862 +0.001153231, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:38.4764622 1613979938.476462126 1613979938.475308418 +0.001153708, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:39.4766607 1613979939.476660728 1613979939.475506306 +0.001154423, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:40.4768683 1613979940.476868391 1613979940.475713491 +0.001154900, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:41.4769924 1613979941.476992369 1613979941.475836992 +0.001155376, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:42.4771905 1613979942.477190495 1613979942.476034403 +0.001156092, ltcy: 0.09 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:43.4773377 1613979943.477337837 1613979943.476181030 +0.001156807, ltcy: 0.11 us, exec: 0.05 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:44.4775230 1613979944.477523088 1613979944.476365805 +0.001157284, ltcy: 0.10 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:45.4777431 1613979945.477743149 1613979945.476584911 +0.001157761, ltcy: 0.39 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:46.4779320 1613979946.477931976 1613979946.476773739 +0.001157999, ltcy: 0.14 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:47.4781281 1613979947.478128195 1613979947.476969242 +0.001158953, ltcy: 0.09 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:48.4783026 1613979948.478302717 1613979948.477143049 +0.001159668, ltcy: 0.11 us, exec: 0.05 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:49.4784799 1613979949.478479862 1613979949.477319956 +0.001159906, ltcy: 0.09 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:50.4786546 1613979950.478654623 1613979950.477494001 +0.001160383, ltcy: 0.14 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:51.4788636 1613979951.478863716 1613979951.477702618 +0.001161098, ltcy: 0.12 us, exec: 0.05 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:52.4790943 1613979952.479094267 1613979952.477932692 +0.001161575, ltcy: 0.09 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:53.4792883 1613979953.479288340 1613979953.478126049 +0.001162291, ltcy: 0.11 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:54.4795740 1613979954.479574203 1613979954.478411198 +0.001163006, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:55.4797881 1613979955.479788065 1613979955.478624582 +0.001163483, ltcy: 0.12 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:56.4800759 1613979956.480076075 1613979956.478911877 +0.001164198, ltcy: 0.10 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:57.4803066 1613979957.480306625 1613979957.479141951 +0.001164675, ltcy: 0.10 us, exec: 0.05 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:58.4805230 1613979958.480523109 1613979958.479357719 +0.001165152, ltcy: 0.13 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:45:59.4807460 1613979959.480746031 1613979959.479580402 +0.001165628, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:00.4809551 1613979960.480955124 1613979960.479788780 +0.001166344, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:01.4811657 1613979961.481165648 1613979961.479998827 +0.001166821, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:02.4814410 1613979962.481441021 1613979962.480273724 +0.001167297, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:03.4816499 1613979963.481649876 1613979963.480481863 +0.001168013, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:04.4819326 1613979964.481932640 1613979964.480764151 +0.001168489, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:05.4821923 1613979965.482192516 1613979965.481023312 +0.001169205, ltcy: 0.09 us, exec: 0.04 us, limit: 0.04 us, leap: 00 *
GNS181PEX: 2021-02-22 07:46:06.4823969 1613979966.482397079 1613979966.481227398 +0.001169682, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
