
mbgsvcd v4.2.14 copyright Meinberg 2010-2020

Found 1 devices usable for the NTP daemon
PC cycles counter clock frequency: 3502655000 Hz
GNS181PEX: 2021-02-21 07:46:52.1722844 1613893612.172284365 1613893612.172139883 +0.000144243, ltcy: 0.15 us, exec: 0.15 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:17.1785839 1613893637.178583860 1613893637.178430796 +0.000152826, ltcy: 0.20 us, exec: 0.20 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:18.1788074 1613893638.178807497 1613893638.178653955 +0.000153303, ltcy: 0.18 us, exec: 0.13 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:19.1790658 1613893639.179065943 1613893639.178911924 +0.000153780, ltcy: 0.17 us, exec: 0.14 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:20.1793331 1613893640.179333210 1613893640.179179192 +0.000153780, ltcy: 0.20 us, exec: 0.21 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:21.1795662 1613893641.179566145 1613893641.179411888 +0.000154018, ltcy: 0.17 us, exec: 0.11 us, limit: 0.15 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:22.1797895 1613893642.179789543 1613893642.179634333 +0.000154972, ltcy: 0.23 us, exec: 0.61 us, limit: 0.17 us, leap: 00
GNS181PEX: 2021-02-21 07:47:23.1800080 1613893643.180007935 1613893643.179853201 +0.000154495, ltcy: 0.15 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:24.1802532 1613893644.180253267 1613893644.180097580 +0.000155449, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:25.1805057 1613893645.180505753 1613893645.180349827 +0.000155687, ltcy: 0.23 us, exec: 0.28 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:26.1807069 1613893646.180706978 1613893646.180551291 +0.000155449, ltcy: 0.14 us, exec: 0.08 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:27.1809665 1613893647.180966616 1613893647.180810452 +0.000155926, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:28.1811792 1613893648.181179285 1613893648.181022406 +0.000156641, ltcy: 0.14 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:29.1814141 1613893649.181414127 1613893649.181256771 +0.000157118, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:30.1816382 1613893650.181638241 1613893650.181480408 +0.000157595, ltcy: 0.22 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:31.1818855 1613893651.181885481 1613893651.181727886 +0.000157356, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:32.1821234 1613893652.182123423 1613893652.181964874 +0.000158310, ltcy: 0.21 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:33.1823223 1613893653.182322264 1613893653.182164192 +0.000157833, ltcy: 0.14 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:34.1825111 1613893654.182511091 1613893654.182351828 +0.000159025, ltcy: 0.20 us, exec: 0.16 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:35.1827621 1613893655.182762146 1613893655.182602644 +0.000159264, ltcy: 0.20 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:36.1830310 1613893656.183031082 1613893656.182871103 +0.000159740, ltcy: 0.20 us, exec: 0.25 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:37.1832540 1613893657.183254004 1613893657.183094025 +0.000159740, ltcy: 0.17 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:38.1834834 1613893658.183483362 1613893658.183322906 +0.000160217, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:39.1837471 1613893659.183747053 1613893659.183586836 +0.000159979, ltcy: 0.18 us, exec: 0.17 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:40.1839793 1613893660.183979273 1613893660.183818579 +0.000160456, ltcy: 0.19 us, exec: 0.20 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:41.1842159 1613893661.184216022 1613893661.184054375 +0.000161409, ltcy: 0.18 us, exec: 0.15 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:42.1859567 1613893662.185956717 1613893662.185795069 +0.000161171, ltcy: 0.42 us, exec: 0.22 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:43.1886976 1613893663.188697815 1613893663.188535213 +0.000162125, ltcy: 0.44 us, exec: 0.17 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:44.1889273 1613893664.188927412 1613893664.188765287 +0.000161886, ltcy: 0.19 us, exec: 0.14 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:45.1892235 1613893665.189223528 1613893665.189060926 +0.000162363, ltcy: 0.18 us, exec: 0.12 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:46.1895086 1613893666.189508677 1613893666.189345360 +0.000163078, ltcy: 0.13 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:47.1897361 1613893667.189736128 1613893667.189572573 +0.000163317, ltcy: 0.16 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:48.1899935 1613893668.189993620 1613893668.189829588 +0.000163794, ltcy: 0.19 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:49.1902733 1613893669.190273285 1613893669.190108776 +0.000164270, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:50.1905335 1613893670.190533638 1613893670.190369129 +0.000164270, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:51.1907745 1613893671.190774679 1613893671.190609932 +0.000164509, ltcy: 0.17 us, exec: 0.11 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:52.1909906 1613893672.190990686 1613893672.190825701 +0.000164747, ltcy: 0.13 us, exec: 0.14 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:53.1912445 1613893673.191244602 1613893673.191078424 +0.000165939, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:54.1914797 1613893674.191479683 1613893674.191313505 +0.000165939, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:55.1917332 1613893675.191733122 1613893675.191566944 +0.000165939, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:56.1919802 1613893676.191980124 1613893676.191812992 +0.000166893, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:57.1922581 1613893677.192258120 1613893677.192090750 +0.000167131, ltcy: 0.18 us, exec: 0.14 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:58.1925076 1613893678.192507505 1613893678.192340374 +0.000166893, ltcy: 0.22 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:47:59.1927330 1613893679.192733049 1613893679.192564964 +0.000167847, ltcy: 0.14 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:00.1929724 1613893680.192972422 1613893680.192803860 +0.000168324, ltcy: 0.19 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:01.1933167 1613893681.193316698 1613893681.193148375 +0.000168085, ltcy: 0.16 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:02.1935276 1613893682.193527699 1613893682.193358898 +0.000168562, ltcy: 0.14 us, exec: 0.08 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:03.1937520 1613893683.193752050 1613893683.193583012 +0.000168800, ltcy: 0.17 us, exec: 0.14 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:04.1940049 1613893684.194005013 1613893684.193834782 +0.000169992, ltcy: 0.21 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:05.1942569 1613893685.194257021 1613893685.194086313 +0.000170469, ltcy: 0.31 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:06.1945163 1613893686.194516420 1613893686.194345474 +0.000170708, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:07.1947588 1613893687.194758892 1613893687.194587469 +0.000171185, ltcy: 0.20 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:08.1950057 1613893688.195005894 1613893688.194834471 +0.000171185, ltcy: 0.19 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:09.1952688 1613893689.195268869 1613893689.195097446 +0.000171185, ltcy: 0.20 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:10.1955117 1613893690.195511818 1613893690.195339680 +0.000171900, ltcy: 0.28 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:11.1957467 1613893691.195746660 1613893691.195574522 +0.000171900, ltcy: 0.30 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:12.1959714 1613893692.195971489 1613893692.195798397 +0.000172853, ltcy: 0.14 us, exec: 0.13 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:13.1961731 1613893693.196173191 1613893693.196000099 +0.000172853, ltcy: 0.20 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:14.1964068 1613893694.196406841 1613893694.196233034 +0.000173569, ltcy: 0.18 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:15.1966599 1613893695.196660042 1613893695.196485758 +0.000174046, ltcy: 0.18 us, exec: 0.14 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:16.1969073 1613893696.196907282 1613893696.196732521 +0.000174522, ltcy: 0.19 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:17.1971482 1613893697.197148323 1613893697.196973085 +0.000174999, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:18.1973964 1613893698.197396517 1613893698.197221041 +0.000175238, ltcy: 0.19 us, exec: 0.15 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:19.1976480 1613893699.197648048 1613893699.197472095 +0.000175714, ltcy: 0.19 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:20.1978938 1613893700.197893858 1613893700.197718143 +0.000175476, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:21.1981061 1613893701.198106050 1613893701.197929382 +0.000176430, ltcy: 0.17 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:22.1983218 1613893702.198321819 1613893702.198144913 +0.000176668, ltcy: 0.14 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:23.1985406 1613893703.198540688 1613893703.198363304 +0.000177145, ltcy: 0.20 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:24.1988032 1613893704.198803186 1613893704.198625326 +0.000177622, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:25.1990527 1613893705.199052811 1613893705.198874474 +0.000178099, ltcy: 0.19 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:26.1993268 1613893706.199326754 1613893706.199148655 +0.000177860, ltcy: 0.18 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:27.1995603 1613893707.199560404 1613893707.199381828 +0.000178337, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:28.1997903 1613893708.199790478 1613893708.199610949 +0.000179291, ltcy: 0.17 us, exec: 0.14 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:29.2000170 1613893709.200016975 1613893709.199837208 +0.000179529, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:30.2002521 1613893710.200252056 1613893710.200071812 +0.000180006, ltcy: 0.21 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:31.2005289 1613893711.200528860 1613893711.200348377 +0.000180244, ltcy: 0.15 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:32.2007414 1613893712.200741529 1613893712.200560808 +0.000180483, ltcy: 0.21 us, exec: 0.15 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:33.2010018 1613893713.201001883 1613893713.200820923 +0.000180721, ltcy: 0.21 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:34.2012401 1613893714.201240063 1613893714.201058149 +0.000181675, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:35.2015166 1613893715.201516628 1613893715.201334953 +0.000181437, ltcy: 0.15 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:36.2017738 1613893716.201773882 1613893716.201591015 +0.000182629, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:37.2020264 1613893717.202026367 1613893717.201843262 +0.000182867, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:38.2022725 1613893718.202272415 1613893718.202080965 +0.000182867, ltcy: 8.60 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:39.2025070 1613893719.202507019 1613893719.202323675 +0.000183105, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:40.2027447 1613893720.202744722 1613893720.202560902 +0.000183582, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:41.2029914 1613893721.202991486 1613893721.202806711 +0.000184536, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:42.2032111 1613893722.203211308 1613893722.203026056 +0.000185013, ltcy: 0.13 us, exec: 0.08 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:43.2034273 1613893723.203427315 1613893723.203242302 +0.000184774, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:44.2036645 1613893724.203664541 1613893724.203478575 +0.000185728, ltcy: 0.17 us, exec: 0.15 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:45.2038843 1613893725.203884363 1613893725.203698158 +0.000185966, ltcy: 0.24 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:46.2041214 1613893726.204121351 1613893726.203934669 +0.000186443, ltcy: 0.17 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:47.2043433 1613893727.204343319 1613893727.204156160 +0.000186920, ltcy: 0.13 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:48.2045968 1613893728.204596996 1613893728.204409122 +0.000187635, ltcy: 0.20 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:49.2048483 1613893729.204848289 1613893729.204660177 +0.000187874, ltcy: 0.19 us, exec: 0.16 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:50.2050854 1613893730.205085516 1613893730.204897165 +0.000188112, ltcy: 0.21 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:51.2053358 1613893731.205335855 1613893731.205147266 +0.000188351, ltcy: 0.18 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:52.2055508 1613893732.205550909 1613893732.205362082 +0.000188589, ltcy: 0.20 us, exec: 0.16 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:53.2057756 1613893733.205775738 1613893733.205585957 +0.000189543, ltcy: 0.19 us, exec: 0.15 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:54.2060120 1613893734.206012011 1613893734.205813408 +0.000189543, ltcy: 9.11 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:55.2062388 1613893735.206238747 1613893735.206048012 +0.000190496, ltcy: 0.24 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:56.2064891 1613893736.206489086 1613893736.206298113 +0.000190735, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:57.2067078 1613893737.206707954 1613893737.206516981 +0.000190735, ltcy: 0.14 us, exec: 0.08 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:58.2071589 1613893738.207159042 1613893738.206967115 +0.000191689, ltcy: 0.18 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:48:59.2074305 1613893739.207430601 1613893739.207238436 +0.000191927, ltcy: 0.19 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:00.2076934 1613893740.207693577 1613893740.207501173 +0.000192165, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:01.2079665 1613893741.207966566 1613893741.207773209 +0.000193119, ltcy: 0.17 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:02.2081793 1613893742.208179235 1613893742.207986355 +0.000192642, ltcy: 0.13 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:03.2083803 1613893743.208380461 1613893743.208186865 +0.000193357, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:04.2086145 1613893744.208614588 1613893744.208420038 +0.000194311, ltcy: 0.17 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:05.2089267 1613893745.208926678 1613893745.208731651 +0.000194788, ltcy: 0.19 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:06.2091826 1613893746.209182739 1613893746.208987474 +0.000195026, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:07.2094421 1613893747.209442139 1613893747.209246397 +0.000195503, ltcy: 0.20 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:08.2096876 1613893748.209687710 1613893748.209491491 +0.000195980, ltcy: 0.19 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:09.2099211 1613893749.209921122 1613893749.209724426 +0.000196457, ltcy: 0.20 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:10.2101433 1613893750.210143328 1613893750.209946394 +0.000196695, ltcy: 0.16 us, exec: 0.11 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:11.2103736 1613893751.210373640 1613893751.210176229 +0.000197172, ltcy: 0.16 us, exec: 0.12 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:12.2105679 1613893752.210567951 1613893752.210370064 +0.000197649, ltcy: 0.14 us, exec: 0.09 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:13.2107622 1613893753.210762262 1613893753.210563898 +0.000198126, ltcy: 0.14 us, exec: 0.13 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:14.2109715 1613893754.210971594 1613893754.210772753 +0.000198603, ltcy: 0.17 us, exec: 0.13 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:15.2112128 1613893755.211212873 1613893755.211013317 +0.000199318, ltcy: 0.17 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:16.2114246 1613893756.211424589 1613893756.211224794 +0.000199556, ltcy: 0.14 us, exec: 0.12 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:17.2116817 1613893757.211681843 1613893757.211481571 +0.000200033, ltcy: 0.18 us, exec: 0.12 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:18.2119522 1613893758.211952209 1613893758.211751699 +0.000200272, ltcy: 0.16 us, exec: 0.12 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:19.2122060 1613893759.212206125 1613893759.212004900 +0.000200987, ltcy: 0.18 us, exec: 0.16 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:20.2124710 1613893760.212471008 1613893760.212269545 +0.000201225, ltcy: 0.17 us, exec: 0.10 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:21.2126839 1613893761.212683916 1613893761.212481737 +0.000201941, ltcy: 0.24 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-21 07:49:22.2129716 1613893762.212971687 1613893762.212769508 +0.000201941, ltcy: 0.14 us, exec: 0.08 us, limit: 0.16 us, leap: 00 *
